model_date,timestamp,cycle,state,created_at,start_date,end_date,election_date,pollster_rating_name,pollster_rating_id,poll_id,question_id,url,partisan,tracking,sample_size,methodology,population,party,candidate_name,pct,raw_sample_size,days_til_election,candidates_tested,poll_sample_size_weight,med_date,number_options,tested_third_party,excludesthirdparty,undecided,n_polls_pollster_per_date,number_polls_in_window,frequency_weight,numeric_grade,pollster_wt,cumulative_poll_wt,methodology_simple,response_num,response_cat,state_num,state_abb,region_computed,region_census_big,region_census_small,region,region_num,response,pollster,pollster_coded,state_pollster,state_pollster_coded,mode,mode_coded,day_of_timeline,major_candidate_still_running
2024-08-23,2024-08-23T12:25:23Z,2024,New York,2024-08-22,2024-08-01,2024-08-21,2024-11-05,ActiVote,721,87862,206561,https://www.activote.net/harris-has-a-smaller-lead-in-new-york-than-in-previous-presidential-elections/,NA,NA,400,App Panel,lv,DEM,Kamala Harris,58.3,400,76,Donald Trump Kamala Harris,0.6324555320336759,2024-08-11,2,0,1,0,1,1,1,NA,1,1,River Sample,1,DEM,38,NY,Northeast,Northeast,Middle Atlantic,Northeast,4,58.3,721,55,NY721,119,River Sample,9,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,New York,2024-08-22,2024-08-01,2024-08-21,2024-11-05,ActiVote,721,87862,206561,https://www.activote.net/harris-has-a-smaller-lead-in-new-york-than-in-previous-presidential-elections/,NA,NA,400,App Panel,lv,REP,Donald Trump,41.7,400,76,Donald Trump Kamala Harris,0.6324555320336759,2024-08-11,2,0,1,0,1,1,1,NA,1,1,River Sample,2,REP,38,NY,Northeast,Northeast,Middle Atlantic,Northeast,4,41.7,721,55,NY721,119,River Sample,9,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-10,2024-08-12,2024-11-05,Morning Consult,218,87835,206420,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,rv,DEM,Kamala Harris,47,4000,85,Donald Trump Kamala Harris,1.811629101113139,2024-08-11,2,0,1,9,1,5,0.651814540633636,1.8,1.0164192369066767,0.6625168379955163,Online Non-Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,47,218,21,NA218,65,Online Non-Prob Panel,6,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-19,2024-08-10,2024-08-12,2024-11-05,Morning Consult,218,87835,206420,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,NA,TRUE,1500,Online Panel,rv,REP,Donald Trump,44,4000,85,Donald Trump Kamala Harris,1.811629101113139,2024-08-11,2,0,1,9,1,5,0.651814540633636,1.8,1.0164192369066767,0.6625168379955163,Online Non-Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,44,218,21,NA218,65,Online Non-Prob Panel,6,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Nevada,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87818,206386,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,678,NA,lv,IND,Robert F. Kennedy,6.8,678,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8234075540095561,2024-08-11,5,1,0,3,1,1,1,NA,1,1,Other,3,IND,34,NV,Southwest,West,Southwest,Southwest,10,6.8,837,59,NV837,117,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Nevada,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87818,206386,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,678,NA,lv,DEM,Kamala Harris,47.8,678,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8234075540095561,2024-08-11,5,1,0,3,1,1,1,NA,1,1,Other,1,DEM,34,NV,Southwest,West,Southwest,Southwest,10,47.8,837,59,NV837,117,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Nevada,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87818,206386,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,678,NA,lv,REP,Donald Trump,42.4,678,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8234075540095561,2024-08-11,5,1,0,3,1,1,1,NA,1,1,Other,2,REP,34,NV,Southwest,West,Southwest,Southwest,10,42.4,837,59,NV837,117,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Wisconsin,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87817,206395,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,700,NA,lv,IND,Robert F. Kennedy,4.4,700,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8366600265340756,2024-08-11,5,1,0,2,1,1,1,NA,1,1,Other,3,IND,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,4.4,837,59,WI837,161,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Wisconsin,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87817,206395,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,700,NA,lv,DEM,Kamala Harris,49.6,700,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8366600265340756,2024-08-11,5,1,0,2,1,1,1,NA,1,1,Other,1,DEM,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,49.6,837,59,WI837,161,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Wisconsin,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87817,206395,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,700,NA,lv,REP,Donald Trump,44,700,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8366600265340756,2024-08-11,5,1,0,2,1,1,1,NA,1,1,Other,2,REP,55,WI,Rust Belt,Midwest,East North Central,Rust Belt,7,44,837,59,WI837,161,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87816,206389,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,IND,Robert F. Kennedy,4.8,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,2.5999999999999943,1,1,1,NA,1,1,Other,3,IND,39,NC,Southeast,South,South Atlantic,Southeast,9,4.8,837,59,NC837,103,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87816,206389,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,DEM,Kamala Harris,47,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,2.5999999999999943,1,1,1,NA,1,1,Other,1,DEM,39,NC,Southeast,South,South Atlantic,Southeast,9,47,837,59,NC837,103,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87816,206389,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,REP,Donald Trump,45.6,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,2.5999999999999943,1,1,1,NA,1,1,Other,2,REP,39,NC,Southeast,South,South Atlantic,Southeast,9,45.6,837,59,NC837,103,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Arizona,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87815,206377,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,IND,Robert F. Kennedy,7.4,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,1.7999999999999972,1,1,1,NA,1,1,Other,3,IND,3,AZ,Southwest,West,Southwest,Southwest,10,7.4,837,59,AZ837,11,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Arizona,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87815,206377,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,DEM,Kamala Harris,44.9,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,1.7999999999999972,1,1,1,NA,1,1,Other,1,DEM,3,AZ,Southwest,West,Southwest,Southwest,10,44.9,837,59,AZ837,11,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Arizona,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87815,206377,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,REP,Donald Trump,45.9,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,1.7999999999999972,1,1,1,NA,1,1,Other,2,REP,3,AZ,Southwest,West,Southwest,Southwest,10,45.9,837,59,AZ837,11,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Georgia,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87814,206380,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,651,NA,lv,IND,Robert F. Kennedy,2.2,651,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8068457101577724,2024-08-11,5,1,0,3.1000000000000085,1,1,1,NA,1,1,Other,3,IND,11,GA,Southeast,South,South Atlantic,Southeast,9,2.2,837,59,GA837,30,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Georgia,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87814,206380,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,651,NA,lv,DEM,Kamala Harris,45.3,651,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8068457101577724,2024-08-11,5,1,0,3.1000000000000085,1,1,1,NA,1,1,Other,1,DEM,11,GA,Southeast,South,South Atlantic,Southeast,9,45.3,837,59,GA837,30,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Georgia,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87814,206380,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,651,NA,lv,REP,Donald Trump,49.4,651,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8068457101577724,2024-08-11,5,1,0,3.1000000000000085,1,1,1,NA,1,1,Other,2,REP,11,GA,Southeast,South,South Atlantic,Southeast,9,49.4,837,59,GA837,30,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Michigan,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87813,206383,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,IND,Robert F. Kennedy,3.7,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,1.7000000000000028,1,1,1,NA,1,1,Other,3,IND,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,3.7,837,59,MI837,47,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Michigan,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87813,206383,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,DEM,Kamala Harris,50.8,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,1.7000000000000028,1,1,1,NA,1,1,Other,1,DEM,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,50.8,837,59,MI837,47,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Michigan,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87813,206383,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,702,NA,lv,REP,Donald Trump,43.8,702,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8378544026261364,2024-08-11,5,1,0,1.7000000000000028,1,1,1,NA,1,1,Other,2,REP,25,MI,Rust Belt,Midwest,East North Central,Rust Belt,7,43.8,837,59,MI837,47,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Pennsylvania,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87812,206392,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,719,NA,lv,IND,Robert F. Kennedy,3.8,719,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.847938677028003,2024-08-11,5,1,0,1.0999999999999943,1,1,1,NA,1,1,Other,3,IND,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,3.8,837,59,PA837,139,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Pennsylvania,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87812,206392,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,719,NA,lv,DEM,Kamala Harris,48.2,719,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.847938677028003,2024-08-11,5,1,0,1.0999999999999943,1,1,1,NA,1,1,Other,1,DEM,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,48.2,837,59,PA837,139,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Pennsylvania,2024-08-19,2024-08-06,2024-08-16,2024-11-05,Focaldata,837,87812,206392,https://docs.google.com/spreadsheets/d/1LzqwjWIUjbX4aR2C1ZBlc1KSMYMNHynouToUF06F8b0/edit?gid=154784973#gid=154784973,NA,NA,719,NA,lv,REP,Donald Trump,46.9,719,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.847938677028003,2024-08-11,5,1,0,1.0999999999999943,1,1,1,NA,1,1,Other,2,REP,44,PA,Rust Belt,Midwest,Middle Atlantic,Rust Belt,7,46.9,837,59,PA837,139,Other,8,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Georgia,2024-08-17,2024-08-09,2024-08-14,2024-11-05,The New York Times/Siena College,448,87809,206212,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,661,Live Phone,lv,IND,Robert F. Kennedy,4,661,83,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8130190649671138,2024-08-11,6,1,0,5,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,3,IND,11,GA,Southeast,South,South Atlantic,Southeast,9,4,448,41,GA448,25,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Georgia,2024-08-17,2024-08-09,2024-08-14,2024-11-05,The New York Times/Siena College,448,87809,206212,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,661,Live Phone,lv,DEM,Kamala Harris,44,661,83,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8130190649671138,2024-08-11,6,1,0,5,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,1,DEM,11,GA,Southeast,South,South Atlantic,Southeast,9,44,448,41,GA448,25,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Georgia,2024-08-17,2024-08-09,2024-08-14,2024-11-05,The New York Times/Siena College,448,87809,206212,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,661,Live Phone,lv,REP,Donald Trump,47,661,83,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8130190649671138,2024-08-11,6,1,0,5,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,2,REP,11,GA,Southeast,South,South Atlantic,Southeast,9,47,448,41,GA448,25,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-17,2024-08-09,2024-08-14,2024-11-05,The New York Times/Siena College,448,87808,206213,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,655,Live Phone,lv,IND,Robert F. Kennedy,4,655,83,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8093207028119322,2024-08-11,6,1,0,6,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,3,IND,39,NC,Southeast,South,South Atlantic,Southeast,9,4,448,41,NC448,100,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-17,2024-08-09,2024-08-14,2024-11-05,The New York Times/Siena College,448,87808,206213,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,655,Live Phone,lv,DEM,Kamala Harris,46,655,83,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8093207028119322,2024-08-11,6,1,0,6,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,1,DEM,39,NC,Southeast,South,South Atlantic,Southeast,9,46,448,41,NC448,100,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,North Carolina,2024-08-17,2024-08-09,2024-08-14,2024-11-05,The New York Times/Siena College,448,87808,206213,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,655,Live Phone,lv,REP,Donald Trump,44,655,83,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8093207028119322,2024-08-11,6,1,0,6,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,2,REP,39,NC,Southeast,South,South Atlantic,Southeast,9,44,448,41,NC448,100,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Arizona,2024-08-17,2024-08-08,2024-08-15,2024-11-05,The New York Times/Siena College,448,87806,206211,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,677,Live Phone,lv,IND,Robert F. Kennedy,5,677,82,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8228000972289685,2024-08-11,6,1,0,5,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,3,IND,3,AZ,Southwest,West,Southwest,Southwest,10,5,448,41,AZ448,8,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Arizona,2024-08-17,2024-08-08,2024-08-15,2024-11-05,The New York Times/Siena College,448,87806,206211,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,677,Live Phone,lv,DEM,Kamala Harris,47,677,82,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8228000972289685,2024-08-11,6,1,0,5,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,1,DEM,3,AZ,Southwest,West,Southwest,Southwest,10,47,448,41,AZ448,8,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Arizona,2024-08-17,2024-08-08,2024-08-15,2024-11-05,The New York Times/Siena College,448,87806,206211,https://www.nytimes.com/2024/08/17/us/elections/kamala-harris-trump-az-nc-ga-nv.html,NA,NA,677,Live Phone,lv,REP,Donald Trump,43,677,82,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.8228000972289685,2024-08-11,6,1,0,5,1,1,1,3,1.1548752214234834,1.1548752214234834,Live Phone,2,REP,3,AZ,Southwest,West,Southwest,Southwest,10,43,448,41,AZ448,8,Live Phone,4,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-18,2024-08-09,2024-08-13,2024-11-05,Ipsos,154,87794,206254,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,1500,Probability Panel,rv,IND,Robert F. Kennedy,5,1975,84,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.4053469322555197,2024-08-11,5,1,0,4,1,2,0.7071067811865476,2.79,1.1341116208309963,0.8019380177120641,Online Prob Panel,3,IND,57,NA,NA,NA,NA,NA,NA,5,154,15,NA154,61,Online Prob Panel,7,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-18,2024-08-09,2024-08-13,2024-11-05,Ipsos,154,87794,206254,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,1500,Probability Panel,rv,DEM,Kamala Harris,47,1975,84,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.4053469322555197,2024-08-11,5,1,0,4,1,2,0.7071067811865476,2.79,1.1341116208309963,0.8019380177120641,Online Prob Panel,1,DEM,57,NA,NA,NA,NA,NA,NA,47,154,15,NA154,61,Online Prob Panel,7,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,National,2024-08-18,2024-08-09,2024-08-13,2024-11-05,Ipsos,154,87794,206254,https://abcnews.go.com/Politics/harris-trump-poll-election-issues/story?id=112865487,NA,NA,1500,Probability Panel,rv,REP,Donald Trump,44,1975,84,Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.4053469322555197,2024-08-11,5,1,0,4,1,2,0.7071067811865476,2.79,1.1341116208309963,0.8019380177120641,Online Prob Panel,2,REP,57,NA,NA,NA,NA,NA,NA,44,154,15,NA154,61,Online Prob Panel,7,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Montana,2024-08-14,2024-08-10,2024-08-12,2024-11-05,American Pulse Research & Polling,836,87758,205864,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/2b3acb1-ef50-6c31-555d-caeaabefab21_240812_NonStop_LOCAL_-_American_Pulse_-_Montana_US_Senate_Poll_-_Topline_Results.pdf,NA,NA,538,IVR/Live Phone/Online Panel/Text-to-Web,rv,IND,Robert F. Kennedy,5.6,538,85,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.73348483283569,2024-08-11,6,1,0,4.900000000000006,1,1,1,NA,1,1,Live Phone + Text-to-Web,3,IND,29,MT,Mountain,West,Mountain,Mountain,2,5.6,836,58,MT836,55,Live Phone + Text-to-Web,5,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Montana,2024-08-14,2024-08-10,2024-08-12,2024-11-05,American Pulse Research & Polling,836,87758,205864,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/2b3acb1-ef50-6c31-555d-caeaabefab21_240812_NonStop_LOCAL_-_American_Pulse_-_Montana_US_Senate_Poll_-_Topline_Results.pdf,NA,NA,538,IVR/Live Phone/Online Panel/Text-to-Web,rv,DEM,Kamala Harris,37.8,538,85,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.73348483283569,2024-08-11,6,1,0,4.900000000000006,1,1,1,NA,1,1,Live Phone + Text-to-Web,1,DEM,29,MT,Mountain,West,Mountain,Mountain,2,37.8,836,58,MT836,55,Live Phone + Text-to-Web,5,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Montana,2024-08-14,2024-08-10,2024-08-12,2024-11-05,American Pulse Research & Polling,836,87758,205864,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/2b3acb1-ef50-6c31-555d-caeaabefab21_240812_NonStop_LOCAL_-_American_Pulse_-_Montana_US_Senate_Poll_-_Topline_Results.pdf,NA,NA,538,IVR/Live Phone/Online Panel/Text-to-Web,rv,REP,Donald Trump,51.7,538,85,Chase Oliver Cornel West Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,0.73348483283569,2024-08-11,6,1,0,4.900000000000006,1,1,1,NA,1,1,Live Phone + Text-to-Web,2,REP,29,MT,Mountain,West,Mountain,Mountain,2,51.7,836,58,MT836,55,Live Phone + Text-to-Web,5,21,0
2024-08-23,2024-08-23T12:25:23Z,2024,Texas,2024-08-22,2024-08-05,2024-08-16,2024-11-05,YouGov,391,87861,206559,https://uh.edu/hobby/txtrends/2024/#second,NA,NA,1365,Online Panel,lv,IND,Robert F. Kennedy,2,1365,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.1683321445547923,2024-08-10,5,1,0,3.9000000000000057,1,1,1,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,3,IND,49,TX,Tex-ish,South,West South Central,Tex-ish,11,2,391,38,TX391,143,Online Non-Prob Panel,6,20,0
2024-08-23,2024-08-23T12:25:23Z,2024,Texas,2024-08-22,2024-08-05,2024-08-16,2024-11-05,YouGov,391,87861,206559,https://uh.edu/hobby/txtrends/2024/#second,NA,NA,1365,Online Panel,lv,DEM,Kamala Harris,44.6,1365,81,Chase Oliver Donald Trump Jill Stein Kamala Harris Robert F. Kennedy,1.1683321445547923,2024-08-10,5,1,0,3.9000000000000057,1,1,1,2.98,1.1529455986082322,1.1529455986082322,Online Non-Prob Panel,1,DEM,49,TX,Tex-ish,South,West South Central,Tex-ish,11,44.6,391,38,TX391,143,Online Non-Prob Panel,6,20,0
